date,AAL,AAPL,AAP,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM
2016-08-15,34.96,108.14,166.75,67.47,88.95,45.2,113.0,101.38,64.24,43.56
2016-08-16,35.67,109.63,162.0,67.13,88.99,45.02,113.1,100.52,65.15,43.55
2016-08-17,36.68,109.1,160.0,66.69,89.29,45.14,113.09,100.65,64.26,43.47
2016-08-18,36.43,109.23,158.5,66.57,88.54,44.68,112.74,99.6,64.3,43.69
2016-08-19,36.44,108.77,156.97,66.57,88.53,44.17,112.21,100.31,63.92,43.4
2016-08-22,36.33,108.86,158.97,67.31,88.8,44.08,112.73,100.32,64.4,43.44
2016-08-23,36.32,108.59,159.37,67.26,89.14,44.37,113.94,100.46,64.38,43.99
2016-08-24,36.27,108.565,158.93,66.31,88.9,43.96,115.47,101.0,63.59,44.03
2016-08-25,36.34,107.39,160.05,65.04,88.15,43.17,114.24,101.15,62.82,43.22
2016-08-26,36.68,107.41,159.69,64.68,85.67,42.72,115.17,101.68,63.0,42.84
2016-08-29,36.13,106.62,156.83,64.84,85.82,43.0,115.08,101.85,63.09,42.61
2016-08-30,35.45,105.8,157.98,64.54,86.5,43.01,114.98,102.09,63.06,42.89
2016-08-31,36.97,105.66,156.79,64.21,86.13,42.87,114.93,101.66,62.9,43.24
2016-09-01,36.53,106.14,158.2,64.1,87.01,41.92,114.75,102.23,62.1,43.68
2016-09-02,36.0,107.7,158.79,64.37,87.55,42.36,115.5,103.49,63.29,43.37
2016-09-06,36.45,107.9,158.81,64.7,87.3,42.1,115.83,103.33,63.24,43.85
2016-09-07,37.5,107.83,160.3,64.37,87.6,42.15,115.37,103.47,62.54,43.76
2016-09-08,38.68,107.25,160.67,63.96,87.4,42.12,114.43,102.77,61.66,43.87
2016-09-09,39.0,104.64,156.86,63.22,86.63,41.56,111.71,100.97,60.83,42.82
2016-09-12,37.22,102.65,152.72,62.98,85.01,40.85,110.22,99.18,59.13,41.91
2016-09-13,38.12,107.51,152.93,63.66,86.2,41.23,111.58,99.92,60.39,42.66
2016-09-14,37.0,108.73,151.54,63.41,85.38,40.69,110.75,98.95,60.51,42.05
2016-09-15,36.31,113.86,150.49,63.17,83.54,40.79,109.64,98.84,60.88,41.94
2016-09-16,36.26,115.12,148.26,63.53,83.96,40.95,110.33,99.26,62.77,41.99
2016-09-19,35.66,115.19,148.11,63.62,83.91,42.036,110.61,99.21,62.42,42.25
2016-09-20,35.75,113.05,149.05,63.36,83.65,41.95,111.18,100.16,62.69,42.39
2016-09-21,35.0,113.85,145.58,63.49,82.2,41.62,111.49,106.54,62.6,42.32
2016-09-22,34.96,114.35,147.62,64.12,83.26,42.16,111.98,107.46,63.89,43.08
2016-09-23,35.3,114.42,149.0,65.05,83.55,42.25,110.51,107.21,63.7,42.76
2016-09-26,35.19,111.64,148.73,64.52,83.07,42.01,112.45,106.91,62.79,42.28
2016-09-27,34.98,113.0,151.58,63.95,82.75,41.71,113.75,106.99,62.28,41.65
2016-09-28,36.1,113.69,151.25,64.94,83.25,42.25,115.68,109.48,64.02,41.89
2016-09-29,35.65,113.16,148.92,64.3,82.92,42.11,120.56,109.5,63.99,41.81
2016-09-30,35.98,112.46,147.11,62.67,81.29,41.74,121.78,108.15,64.14,41.7
2016-10-03,36.46,112.71,148.53,63.02,80.68,42.06,121.59,108.41,64.29,41.98
2016-10-04,38.39,113.06,147.32,63.31,81.26,42.48,121.18,108.52,64.21,42.8
2016-10-05,37.82,113.4,147.62,63.08,80.71,42.34,118.49,108.57,64.48,42.79
2016-10-06,37.83,113.7,148.67,63.16,79.58,42.69,118.21,108.72,64.6,43.07
2016-10-07,38.25,114.31,149.39,63.1,80.43,43.0,118.52,109.07,64.62,43.2
2016-10-10,37.95,115.02,149.0,63.07,79.07,43.15,116.38,109.15,64.78,42.91
2016-10-11,39.99,117.7,147.96,63.08,79.6,43.2,117.38,109.0,63.31,43.17
2016-10-12,38.12,117.35,146.63,62.0,79.69,41.05,117.41,108.42,62.15,42.32
2016-10-13,36.95,116.79,147.26,60.96,80.28,40.74,117.08,107.13,60.8,41.96
2016-10-14,39.45,117.88,147.58,61.45,80.49,41.17,118.46,108.19,61.11,42.42
2016-10-17,38.66,117.33,146.39,60.1,79.75,40.73,118.25,108.0,61.65,42.13
2016-10-18,38.84,118.18,144.15,60.62,80.46,40.85,117.7,108.44,62.33,42.24
2016-10-19,39.48,117.25,142.06,62.04,81.2,40.52,116.71,108.81,61.84,41.96
2016-10-20,40.93,116.86,142.09,61.45,80.28,40.01,116.6,108.41,62.28,42.12
2016-10-21,39.97,116.81,140.68,61.38,80.16,40.41,115.95,108.51,63.13,41.92
2016-10-24,40.25,117.1,142.92,61.13,80.34,40.79,116.02,109.63,63.53,42.6
2016-10-25,39.66,117.95,140.43,61.06,79.6,40.42,115.54,110.76,64.02,42.62
2016-10-26,38.57,114.31,143.52,61.51,80.01,40.0,114.79,108.74,63.57,42.42
2016-10-27,39.45,115.39,143.44,61.45,79.56,40.09,115.65,108.47,63.87,43.37
2016-10-28,39.85,113.87,138.45,57.55,69.13,40.25,115.85,107.08,63.45,43.17
2016-10-31,40.31,113.65,140.33,57.06,69.51,39.43,115.63,108.02,64.04,43.7
2016-11-01,40.51,113.46,139.88,56.0,69.85,39.24,116.5,107.79,64.4,45.37
2016-11-02,39.72,111.4,139.66,56.46,70.27,39.05,116.14,106.85,63.79,46.75
2016-11-03,39.78,110.98,138.8,57.12,75.87,38.86,118.13,106.54,63.75,47.05
2016-11-04,39.27,108.53,138.85,56.07,71.69,38.45,117.04,105.85,62.89,47.38
2016-11-07,40.39,110.08,137.54,56.81,71.52,39.64,118.11,107.66,64.53,47.46
2016-11-08,41.42,110.31,137.45,58.8,71.03,39.62,119.9,108.68,64.08,46.95
2016-11-09,40.76,109.88,134.79,64.1,72.98,41.5,115.88,105.55,63.08,46.84
2016-11-10,42.71,111.09,140.85,63.06,77.09,40.52,117.34,108.08,65.21,46.42
2016-11-11,42.07,107.12,145.11,63.54,79.41,40.38,119.66,103.62,64.29,43.57
2016-11-14,43.01,107.71,145.28,63.4,82.16,40.11,119.17,104.12,65.42,41.58
2016-11-15,45.0,106.57,164.0,63.39,81.5,39.29,117.55,103.14,66.73,42.86
2016-11-16,44.66,106.7,163.21,62.67,79.16,39.8,116.19,103.61,68.14,43.68
2016-11-17,44.39,109.81,163.44,61.75,78.2,40.0,117.5,103.77,67.89,43.28
2016-11-18,46.15,109.72,166.12,61.65,79.91,40.31,118.25,106.19,67.92,42.92
2016-11-21,46.46,110.12,162.75,60.7,78.62,39.85,118.7,105.56,68.75,43.38
2016-11-22,46.03,111.95,167.63,60.49,78.77,39.42,119.92,105.85,73.05,43.86
2016-11-23,46.05,111.36,170.26,58.81,78.07,38.04,119.36,105.41,73.67,43.57
2016-11-25,46.34,111.13,171.69,60.04,79.07,39.08,119.9,104.17,73.45,43.47
2016-11-28,46.64,111.43,171.15,59.13,78.61,39.22,120.53,104.81,74.01,43.51
2016-11-29,46.59,110.78,172.34,59.7,78.65,38.86,120.74,104.27,74.17,43.17
2016-11-30,46.14,111.6,169.48,61.63,77.72,38.75,121.01,104.99,74.36,42.86
2016-12-01,46.2,110.365,169.18,60.83,77.88,38.12,119.5,102.82,73.56,43.15
2016-12-02,46.09,109.17,170.46,59.19,78.15,37.68,117.63,99.52,68.66,44.42
2016-12-05,46.45,110.0,171.44,59.6,78.89,38.11,117.86,100.46,70.84,44.12
2016-12-06,46.16,109.5,170.18,60.76,79.9,38.44,118.13,101.99,71.02,44.0
2016-12-07,46.61,109.26,172.38,60.26,78.19,38.13,118.65,100.89,70.98,44.66
2016-12-08,48.6,110.86,176.41,60.02,76.24,38.33,121.67,103.36,72.99,45.04
2016-12-09,49.27,112.31,176.05,61.19,77.19,38.82,121.33,104.0,74.54,45.93
2016-12-12,49.16,113.29,174.21,61.53,78.37,39.2,122.86,104.62,72.85,46.62
2016-12-13,47.94,113.84,173.26,62.33,78.38,39.31,123.8,105.74,73.11,46.75
2016-12-14,47.84,115.04,173.03,61.55,78.95,39.42,125.25,106.3,73.23,46.4
2016-12-15,48.1,115.38,171.62,61.8,76.8,38.76,123.45,106.33,72.81,45.39
2016-12-16,48.61,116.47,173.36,62.12,76.94,39.02,124.58,107.8,73.77,45.73
2016-12-19,47.89,115.8,171.61,62.37,77.55,38.23,123.23,103.57,72.41,46.49
2016-12-20,48.5,116.74,174.26,62.34,78.7,38.4,124.04,105.5,72.92,46.38
2016-12-21,49.34,116.8,174.76,62.225,78.96,38.19,118.55,105.74,73.69,46.26
2016-12-22,49.35,116.35,172.7,61.58,78.96,38.15,118.06,105.12,73.89,46.14
2016-12-23,48.61,115.59,170.69,61.78,78.04,38.33,117.4,104.61,73.37,45.2
2016-12-27,48.29,116.52,170.72,62.52,78.42,38.48,117.36,105.0,73.81,45.22
2016-12-28,48.73,117.52,172.01,62.51,78.86,38.63,118.0,104.83,74.54,45.67
2016-12-29,47.8,116.45,170.08,62.39,78.61,38.3,116.98,103.63,73.38,45.27
2016-12-30,47.42,116.65,171.32,62.729,79.35,38.33,117.56,104.07,73.8,45.42
2017-01-03,47.28,115.8,170.78,62.92,78.51,38.6334,117.38,103.43,72.6,45.69
2017-01-04,46.63,115.85,170.37,62.64,82.6,39.06,116.91,103.74,72.77,46.38
2017-01-05,46.52,115.92,170.87,63.38,84.38,39.24,116.98,104.13,72.41,46.1
2017-01-06,45.85,116.78,171.32,63.881,83.53,39.7,114.99,105.98,71.58,45.02
2017-01-09,46.01,117.95,170.06,63.8,84.6,40.79,116.14,107.96,71.64,44.51
2017-01-10,47.0,118.77,168.7,64.05,85.1,40.81,114.94,108.57,71.87,44.8
2017-01-11,49.29,118.74,173.51,63.38,85.15,41.05,115.4,108.23,72.27,43.75
2017-01-12,48.67,118.895,172.42,60.77,82.28,40.79,115.62,107.99,72.42,44.04
2017-01-13,48.16,119.11,174.42,61.35,84.08,40.75,115.35,108.84,72.36,43.55
2017-01-17,47.56,118.34,174.34,61.75,84.92,40.67,115.92,107.79,72.23,43.78
2017-01-18,47.3938,120.0,173.01,61.76,85.95,41.05,116.54,108.5,72.64,44.74
2017-01-19,47.64,119.4,174.21,61.45,85.28,40.64,115.6,108.63,72.88,44.96
2017-01-20,47.54,120.45,172.24,61.41,85.86,40.51,115.88,110.02,72.09,44.67
2017-01-23,47.9,120.0,167.08,61.02,83.72,40.32,114.78,110.71,72.74,44.62
2017-01-24,47.05,119.55,168.8,60.91,84.7,40.32,115.2,111.46,73.01,44.76
2017-01-25,47.9,120.42,169.4,60.6,84.9,39.76,116.9,113.77,74.685,44.9
2017-01-26,48.43,121.67,167.75,61.16,81.04,40.46,116.99,113.79,74.37,45.05
2017-01-27,50.0,122.14,166.15,60.0,83.68,41.11,116.2,113.07,74.55,44.56
2017-01-30,45.62,120.93,165.35,59.91,82.55,40.86,115.32,113.22,76.76,44.51
2017-01-31,44.79,121.15,163.9,60.01,86.62,40.73,113.97,113.22,76.14,44.18
2017-02-01,44.75,127.03,163.99,61.07,87.71,41.51,113.8,113.31,75.76,44.48
2017-02-02,43.61,127.975,160.09,60.65,88.05,42.18,113.15,112.82,75.66,43.87
2017-02-03,44.31,128.31,162.98,60.9,88.57,42.94,114.0,113.55,75.52,44.18
2017-02-06,44.8,129.13,161.73,60.51,89.17,42.57,114.07,114.68,75.65,44.09
2017-02-07,45.75,130.54,161.21,60.65,89.85,42.57,115.0,114.83,75.69,42.96
2017-02-08,45.26,131.35,158.29,60.14,90.18,42.66,116.15,115.0,77.0,44.71
2017-02-09,45.07,131.65,162.26,60.74,91.05,42.5,115.51,116.26,77.77,43.6
2017-02-10,46.62,132.46,165.23,60.85,91.54,42.74,116.7,116.51,76.78,43.67
2017-02-13,46.56,133.08,165.0,60.58,91.53,43.0,117.9,117.03,77.01,43.9
2017-02-14,47.26,133.47,162.39,60.44,90.0,43.01,118.47,117.65,77.84,43.74
2017-02-15,47.59,135.52,163.29,60.92,90.65,43.5,119.61,117.33,80.8,43.85
2017-02-16,47.5,135.67,164.21,61.67,91.0,44.0,119.93,118.84,81.0,44.26
2017-02-17,46.83,135.1,160.61,61.54,90.24,44.17,120.51,118.79,81.8,44.07
2017-02-21,47.01,136.23,164.5,61.84,90.74,44.65,120.63,119.73,82.5,44.55
2017-02-22,46.5,136.43,160.74,61.72,91.19,44.88,121.66,119.67,82.31,44.59
2017-02-23,46.42,137.38,159.32,61.68,91.45,45.02,122.59,120.1,82.15,44.8
2017-02-24,46.0,135.91,156.46,61.92,91.51,45.29,122.0,118.3,80.97,44.84
2017-02-27,46.18,137.14,156.85,62.02,92.31,45.51,123.01,119.02,81.65,45.13
2017-02-28,46.32,137.08,155.64,62.11,91.9,45.41,122.75,118.83,82.18,45.5
2017-03-01,46.79,137.89,158.59,62.16,92.19,45.37,123.24,119.24,82.45,47.25
2017-03-02,46.67,140.0,156.68,62.78,91.89,45.5,123.99,120.09,83.39,46.54
2017-03-03,45.85,138.78,157.3,63.11,92.22,45.42,124.25,119.83,83.62,45.53
2017-03-06,46.41,139.365,155.35,63.0,91.58,44.99,122.99,119.73,83.0,45.08
2017-03-07,45.02,139.06,154.26,63.14,89.23,44.81,123.63,120.06,83.7,44.75
2017-03-08,44.79,138.95,153.51,63.75,88.32,45.03,124.11,120.21,83.77,44.47
2017-03-09,44.5,138.74,154.97,64.14,89.4,45.36,124.37,119.82,83.38,44.1
2017-03-10,43.46,139.25,155.52,65.3,88.99,45.77,123.65,120.57,83.87,44.63
2017-03-13,43.73,138.85,152.76,65.87,88.76,45.65,124.23,121.11,82.15,45.0
2017-03-14,42.06,139.3,154.3,65.88,88.96,45.19,124.17,121.65,82.52,44.7
2017-03-15,40.5,139.41,153.58,65.7,88.85,44.96,123.41,122.0,83.45,44.71
2017-03-16,42.18,140.72,152.74,66.4,89.58,45.17,124.89,123.25,83.29,45.07
2017-03-17,42.0,141.0,152.42,66.04,87.91,45.1,124.71,128.45,83.31,44.91
2017-03-20,42.18,140.4,152.95,65.78,87.65,45.19,125.22,126.99,83.26,44.6
2017-03-21,41.88,142.11,152.54,65.96,87.0,45.15,125.08,126.64,83.25,44.92
2017-03-22,39.78,139.845,151.6,65.38,86.12,44.94,125.03,124.6,81.84,44.92
2017-03-23,40.7,141.26,151.27,65.52,85.86,44.71,122.71,126.2,82.24,45.61
2017-03-24,41.69,141.5,150.78,65.51,85.99,44.76,120.78,127.86,81.86,45.61
2017-03-27,41.07,139.39,148.5,65.37,86.14,44.53,118.73,127.48,81.0,45.43
2017-03-28,41.83,140.91,147.19,65.96,87.12,44.74,119.82,127.81,81.31,45.32
2017-03-29,42.69,143.68,148.38,65.95,87.4,44.67,121.66,128.4,81.89,45.65
2017-03-30,41.85,144.19,149.24,65.76,89.35,44.63,120.89,129.55,81.87,46.32
2017-03-31,42.37,143.72,148.26,65.46,88.87,44.33,120.71,129.57,82.05,45.88
2017-04-03,42.33,143.71,148.4,65.24,88.41,44.42,118.0,129.585,82.02,46.2
2017-04-04,42.09,143.25,144.93,65.12,87.06,44.53,117.28,129.47,80.81,45.67
2017-04-05,41.15,144.22,143.76,65.23,87.44,44.17,118.24,130.58,81.59,45.42
2017-04-06,41.4,144.29,143.75,65.03,87.26,43.81,117.68,129.86,80.11,45.17
2017-04-07,41.53,143.73,142.51,65.06,87.57,43.62,117.0,130.15,80.3,45.29
2017-04-10,41.81,143.6,141.88,65.5,87.75,43.83,117.5,130.32,80.0,44.91
2017-04-11,42.78,142.94,142.49,64.43,88.28,43.22,116.18,129.91,78.94,44.93
2017-04-12,44.79,141.6,142.91,64.17,87.15,43.32,116.05,129.96,78.27,44.64
2017-04-13,43.95,141.91,141.92,64.24,86.64,42.4,115.36,129.63,76.87,44.55
2017-04-17,43.47,141.48,141.26,64.79,86.64,42.67,114.88,129.69,76.78,44.29
2017-04-18,44.03,141.41,140.33,64.03,83.17,43.09,115.5,129.74,75.83,44.7
2017-04-19,44.07,141.88,141.53,63.9,82.64,43.78,116.37,129.9,77.69,45.33
2017-04-20,44.71,141.22,143.56,63.72,82.23,43.69,117.65,130.7,77.52,44.71
2017-04-21,45.5,142.44,146.47,63.76,82.2,43.94,119.74,131.84,77.2,45.04
2017-04-24,45.5,143.5,147.88,64.4,82.03,44.07,119.94,132.94,79.47,45.27
2017-04-25,46.8,143.91,147.0,64.94,80.82,44.21,119.38,133.44,79.4,45.45
2017-04-26,46.51,144.47,146.29,65.19,81.5,43.93,118.73,133.5,79.41,45.66
2017-04-27,43.91,143.9225,145.75,65.45,81.38,43.96,119.12,133.13,78.65,45.14
2017-04-28,44.02,144.09,142.97,66.06,82.17,43.67,120.19,133.4,77.86,45.63
2017-05-01,42.76,145.1,143.15,66.0,82.32,43.57,121.37,134.3,75.05,45.88
2017-05-02,42.06,147.54,140.44,66.51,82.76,43.66,121.29,135.54,76.48,43.0
2017-05-03,43.67,145.59,142.49,66.45,82.45,43.61,120.43,134.99,75.31,41.72
2017-05-04,44.18,146.52,142.71,66.74,83.5,43.75,120.75,135.13,75.74,41.37
2017-05-05,44.0,146.76,144.98,67.19,86.66,44.58,120.91,135.19,75.78,42.67
2017-05-08,44.6,149.03,145.17,66.94,86.21,44.7,121.1,135.36,75.66,42.5
2017-05-09,45.4,153.87,146.81,66.2,86.7,44.65,121.3,135.33,76.83,42.75
2017-05-10,47.03,153.63,145.83,66.16,87.57,44.7,121.07,135.86,79.51,42.37
2017-05-11,47.21,152.45,145.49,65.9,87.84,44.39,120.75,135.98,78.73,42.3
2017-05-12,46.26,154.7,145.76,65.27,88.61,43.9,120.38,136.45,78.62,42.13
2017-05-15,45.7,156.01,144.66,66.07,88.49,43.92,120.96,137.13,79.17,42.03
2017-05-16,46.79,155.94,146.65,66.73,89.84,44.59,122.69,138.06,80.45,41.96
2017-05-17,46.25,153.6,143.71,64.98,87.48,43.4,122.2,137.2,80.02,41.67
2017-05-18,44.4,151.27,144.73,65.37,86.26,43.17,120.86,132.77,79.52,41.45
2017-05-19,44.8,153.38,148.85,65.74,87.62,43.15,121.01,135.18,80.65,41.37
2017-05-22,45.33,154.0,150.9,65.55,89.0,43.27,121.6,137.38,81.57,41.55
2017-05-23,46.27,154.9,139.15,65.44,89.73,43.71,122.86,139.16,82.09,41.55
2017-05-24,46.74,153.84,131.65,65.79,89.38,43.79,120.43,140.18,82.46,42.48
2017-05-25,46.99,153.73,133.0,66.06,90.0,43.78,122.75,142.16,82.32,42.54
2017-05-26,47.79,154.0,131.84,66.14,91.19,43.92,122.94,142.93,82.5,42.56
2017-05-30,48.32,153.42,134.65,65.89,90.66,44.46,122.61,141.8,83.0,42.22
2017-05-31,48.2,153.97,134.14,66.24,91.33,45.2,124.0,143.04,88.99,42.29
2017-06-01,48.5,153.17,134.1,66.255,91.71,45.52,124.93,141.64,86.28,41.05
2017-06-02,49.56,153.58,136.98,66.809,93.5,46.33,125.37,142.12,81.61,41.95
2017-06-05,49.53,154.34,137.0,67.25,93.2,46.57,126.0,144.14,81.01,42.11
2017-06-06,49.47,153.9,134.99,67.48,93.19,46.58,126.19,143.35,78.61,41.87
2017-06-07,49.44,155.02,132.09,68.01,91.95,46.38,126.08,143.33,80.15,42.04
2017-06-08,50.86,155.25,130.44,68.67,92.19,46.05,126.97,143.96,81.3,41.8
2017-06-09,51.61,155.19,125.94,68.8,91.28,46.81,126.0,143.14,82.93,41.81
2017-06-12,50.1,145.74,128.11,69.79,91.89,47.29,125.53,133.72,78.01,42.07
2017-06-13,49.56,147.16,130.95,69.62,92.51,47.24,126.44,138.79,80.15,42.43
2017-06-14,49.64,147.5,131.93,69.48,93.0,47.46,127.8,139.29,81.69,42.43
2017-06-15,49.14,143.32,130.53,70.341,93.5,47.58,126.28,136.63,79.78,41.98
2017-06-16,48.9,143.78,130.47,70.8,94.54,48.18,127.52,137.35,80.18,42.26
2017-06-19,49.13,143.66,130.3,71.11,92.61,48.34,128.47,138.79,81.0,42.4
2017-06-20,49.22,146.87,128.28,71.44,93.75,48.89,127.33,141.21,80.28,42.39
2017-06-21,48.33,145.52,124.26,71.11,93.93,48.79,127.07,145.08,79.5,41.41
2017-06-22,50.5,145.77,120.21,71.49,95.7,48.6,122.97,145.15,80.8,41.25
2017-06-23,49.0,145.13,120.75,73.2,96.5,49.18,122.14,143.75,81.16,41.08
2017-06-26,48.81,147.17,120.06,72.79,96.2,49.21,123.15,146.06,81.95,41.27
2017-06-27,48.6,145.01,121.39,72.7,95.92,48.95,122.5,144.33,80.14,41.36
2017-06-28,48.82,144.49,119.75,72.72,96.17,48.93,122.78,143.01,78.55,41.25
2017-06-29,49.28,144.71,116.25,73.15,96.68,48.73,123.5,143.06,78.94,41.14
2017-06-30,49.92,144.45,116.45,72.57,94.94,48.78,123.3,141.87,78.3,40.88
2017-07-03,50.78,144.88,117.45,72.76,94.86,48.73,123.82,141.73,78.27,41.48
2017-07-05,50.44,143.69,110.13,72.48,94.91,48.72,124.0,138.65,76.49,41.35
2017-07-06,50.97,143.02,104.48,72.24,94.69,48.83,123.35,139.73,76.91,41.7
2017-07-07,52.3,142.9,102.7,72.11,93.04,48.17,123.55,141.07,77.64,41.26
2017-07-10,52.98,144.11,101.94,71.8,93.65,48.42,124.05,142.21,78.51,41.24
2017-07-11,52.58,144.73,101.15,71.89,92.65,48.2,124.06,142.99,78.95,40.68
2017-07-12,53.12,145.87,101.03,71.51,92.84,48.17,124.3,144.0,80.4,40.49
2017-07-13,53.4,145.5,100.69,71.94,93.55,48.43,125.7,145.91,80.32,41.07
2017-07-14,53.8,147.97,103.66,72.62,93.06,48.2,126.19,145.59,80.72,41.49
2017-07-17,54.21,148.82,101.81,73.1,93.05,48.91,126.77,146.16,81.61,41.46
2017-07-18,53.83,149.2,101.78,72.63,92.68,48.69,126.25,146.47,80.96,41.46
2017-07-19,52.26,150.48,100.47,72.48,91.56,48.8,127.5,147.89,81.35,41.25
2017-07-20,52.72,151.5,100.7,72.99,91.2,49.68,127.9,149.07,80.35,41.26
2017-07-21,52.13,149.99,103.37,73.98,91.82,50.73,128.54,149.16,80.07,41.38
2017-07-24,51.79,150.58,105.11,74.63,91.64,50.81,128.27,149.16,78.96,41.27
2017-07-25,51.5,151.8,103.59,74.4,93.4,50.98,128.25,149.82,78.79,41.55
2017-07-26,50.63,153.35,105.73,72.37,94.27,50.74,129.0,148.62,80.14,42.06
2017-07-27,50.34,153.75,108.05,72.78,93.49,50.32,129.7,149.87,80.83,41.7
2017-07-28,49.02,149.89,109.9,71.64,93.0,50.16,127.98,145.77,79.24,41.75
2017-07-31,50.85,149.9,111.61,70.52,94.3,49.76,128.5,146.36,79.46,41.93
2017-08-01,51.13,157.06,113.68,71.17,92.19,49.24,130.06,147.74,79.23,42.64
2017-08-02,50.89,159.28,113.68,70.25,92.19,49.14,129.7,147.56,79.49,43.1
2017-08-03,50.56,157.05,114.27,70.61,84.11,49.26,129.22,147.47,78.67,42.57
2017-08-04,50.67,156.07,111.13,71.17,81.71,49.24,130.06,148.25,78.09,42.64
2017-08-07,50.82,157.06,110.86,70.94,80.8,49.26,129.83,147.74,79.65,42.65
2017-08-08,50.68,158.6,109.51,71.33,80.91,49.24,129.32,148.14,78.66,42.44
2017-08-09,49.74,159.26,109.24,71.26,79.86,48.76,129.01,146.68,78.52,42.29
2017-08-10,49.03,159.9,108.44,72.01,79.43,48.74,129.22,147.23,77.47,42.34
2017-08-11,48.5,156.6,106.09,70.74,78.83,48.24,128.67,145.25,76.76,41.78
2017-08-14,48.86,159.32,107.88,71.23,80.31,48.74,128.88,147.81,78.66,41.38
2017-08-15,48.76,160.66,91.99,71.08,80.25,49.06,129.41,149.56,79.93,41.68
2017-08-16,48.64,161.94,86.56,70.49,80.29,49.04,129.66,150.7,80.01,42.21
2017-08-17,48.25,160.52,90.75,70.6,79.68,49.63,129.88,151.66,79.8,42.07
2017-08-18,46.3,157.86,92.84,69.52,79.69,49.1,127.73,147.74,77.6,41.66
2017-08-21,45.73,157.5,93.93,69.92,78.43,48.78,127.49,148.05,77.81,41.28
2017-08-22,45.85,158.23,95.23,70.91,78.24,48.95,128.56,150.14,78.12,41.54
2017-08-23,45.17,159.07,95.29,71.29,78.98,49.55,128.68,152.18,78.5,41.63
2017-08-24,44.13,160.43,94.18,71.72,78.33,49.74,128.47,151.22,79.35,41.75
2017-08-25,43.09,159.65,93.49,72.22,78.39,49.59,129.32,152.0,79.57,41.38
2017-08-28,45.23,160.14,95.94,72.67,78.38,49.54,129.71,151.87,79.21,41.75
2017-08-29,44.53,160.1,93.9,72.78,78.16,49.91,128.47,150.55,78.69,41.79
2017-08-30,44.54,163.8,95.12,73.621,78.43,50.02,129.65,152.05,82.13,41.66
2017-08-31,44.54,163.64,97.29,74.11,78.65,50.3,130.0,154.36,84.34,41.71
2017-09-01,44.85,164.8,98.31,75.59,80.46,51.03,130.95,155.76,83.97,41.37
2017-09-05,44.79,163.75,97.71,75.39,79.81,50.84,130.1,154.83,83.74,42.29
2017-09-06,43.09,162.71,96.92,75.61,80.0,51.2,130.21,155.11,83.21,42.0
2017-09-07,44.19,162.09,96.0,77.29,80.82,51.4,131.5,154.49,82.65,42.47
2017-09-08,43.81,160.86,93.59,81.29,82.54,51.29,134.41,155.24,81.21,42.52
2017-09-11,44.01,160.5,94.0,84.46,83.33,52.35,134.62,156.59,80.81,42.61
2017-09-12,45.9,162.61,92.31,86.97,84.19,52.49,136.56,156.76,82.63,43.0
2017-09-13,46.35,159.87,97.07,87.58,83.76,52.24,135.91,155.88,81.83,43.2
2017-09-14,46.79,158.99,100.09,88.23,82.32,51.93,134.5,155.37,81.75,43.26
2017-09-15,45.3,158.47,99.77,89.39,80.47,51.75,135.0,154.9,82.37,43.27
2017-09-18,46.02,160.11,99.66,87.47,81.8,51.89,135.49,155.01,85.0,43.85
2017-09-19,45.28,159.51,99.0,85.54,80.53,52.15,137.0,156.3,85.21,44.11
2017-09-20,44.92,157.9,94.5,86.4,79.47,51.39,136.01,151.99,85.21,43.88
2017-09-21,45.47,155.8,94.75,87.36,79.49,51.88,137.95,150.38,83.52,43.33
2017-09-22,46.57,152.02,93.9,87.22,80.53,51.51,136.68,148.69,83.81,43.34
2017-09-25,46.98,149.99,95.83,86.92,80.23,52.46,137.94,148.39,84.47,43.47
2017-09-26,47.84,151.78,97.99,86.35,81.41,52.62,138.5,145.5,84.58,43.62
2017-09-27,47.58,153.8,98.2,85.35,82.17,52.85,137.32,146.31,84.57,43.51
2017-09-28,46.78,153.89,99.26,86.67,81.85,54.75,132.79,146.14,84.59,42.36
2017-09-29,47.49,153.21,99.7,88.69,81.71,53.64,136.91,146.69,85.68,42.54
2017-10-02,47.52,154.26,99.58,89.74,82.97,53.64,135.23,149.79,86.59,42.52
2017-10-03,47.66,154.01,99.46,90.44,83.33,53.75,134.84,148.48,85.96,42.67
2017-10-04,50.5,153.63,95.04,89.52,82.76,53.67,134.52,148.21,85.75,42.77
2017-10-05,50.85,154.18,94.77,89.69,84.16,54.37,135.5,148.49,87.1,43.07
2017-10-06,50.7,154.97,94.14,90.2,84.23,54.9,136.16,149.96,87.49,43.24
2017-10-09,51.23,155.81,94.23,90.57,80.21,55.05,136.25,150.76,87.96,42.93
2017-10-10,52.0,156.055,91.22,90.71,79.49,54.77,137.0,152.0,88.08,42.72
2017-10-11,53.1,155.97,91.7,91.47,79.45,55.26,137.19,152.09,87.71,42.96
2017-10-12,52.72,156.35,89.38,91.77,80.37,54.24,136.98,153.72,88.48,43.23
2017-10-13,52.67,156.73,86.76,91.41,80.42,54.64,139.58,153.96,88.95,43.76
2017-10-16,52.52,157.9,85.7,91.01,79.02,54.62,139.43,151.15,89.48,43.97
