date,AAL,AAPL,AAP,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM
2017-10-17,52.72,159.78,86.38,91.09,78.89,54.59,138.91,150.52,88.67,43.62
2017-10-18,52.11,160.42,87.83,92.35,80.13,55.18,138.23,150.33,89.21,43.67
2017-10-19,51.57,156.75,86.24,95.5,80.82,55.9,137.45,165.5,88.32,43.17
2017-10-20,51.56,156.61,87.36,96.78,82.57,56.17,139.17,171.5,89.61,43.43
2017-10-23,51.92,156.89,86.55,95.93,83.17,56.21,139.75,175.68,89.43,43.5
2017-10-24,51.02,156.29,85.73,94.0,82.69,56.0,139.34,171.47,88.77,43.57
2017-10-25,51.78,156.91,83.71,91.78,82.0,55.38,139.0,170.37,89.66,43.6
2017-10-26,52.0,157.23,82.89,91.86,83.97,55.34,141.58,172.06,90.26,43.67
2017-10-27,48.41,159.29,85.14,92.7,78.59,55.49,142.64,174.02,90.77,43.03
2017-10-30,47.65,163.89,81.93,91.7,76.01,55.18,143.39,177.0,91.35,42.91
2017-10-31,47.22,167.9,82.17,90.88,76.85,54.48,143.18,176.16,91.47,40.74
2017-11-01,48.0,169.87,82.33,90.78,77.48,53.89,142.26,176.59,91.85,40.97
2017-11-02,47.79,167.64,81.02,92.08,77.02,54.05,142.5,178.02,90.85,40.5
2017-11-03,47.36,174.0,81.39,91.3,73.34,54.57,143.43,181.76,90.97,40.13
2017-11-06,47.46,172.365,81.53,92.22,74.8,55.32,143.12,182.01,92.42,39.73
2017-11-07,47.51,173.91,80.66,92.98,74.92,55.15,144.48,181.23,92.08,39.27
2017-11-08,46.42,174.66,79.2,94.31,74.87,54.98,143.76,181.19,91.9,39.65
2017-11-09,45.85,175.11,79.56,95.29,75.07,55.06,144.61,182.88,91.67,39.69
2017-11-10,45.64,175.11,80.16,95.35,75.05,55.23,143.52,181.0,89.54,39.49
2017-11-13,45.63,173.5,80.72,95.37,74.69,54.69,143.61,180.5,89.36,39.93
2017-11-14,45.3,173.04,94.88,94.64,75.1,55.05,143.41,181.98,89.79,39.72
2017-11-15,45.71,169.97,93.93,94.63,75.32,54.78,144.41,180.92,89.58,39.26
2017-11-16,47.26,171.18,92.0,94.44,77.72,55.11,144.96,181.18,89.79,38.98
2017-11-17,47.6,171.04,91.02,93.8,79.65,55.29,146.39,182.08,91.0,39.05
2017-11-20,47.33,170.29,89.21,93.92,78.3,55.66,145.37,182.8,90.97,39.37
2017-11-21,47.89,170.78,90.94,93.7,77.83,55.45,147.0,183.75,92.62,39.27
2017-11-22,48.58,173.36,89.2,94.69,79.98,56.03,147.85,184.32,89.61,39.33
2017-11-24,48.66,175.1,89.64,94.0,81.9,55.85,148.17,182.96,88.67,39.39
2017-11-27,48.61,175.05,89.61,94.69,81.07,56.17,148.0,184.83,88.49,39.16
2017-11-28,48.44,174.3,89.89,95.94,81.4,56.3,148.01,185.62,87.08,38.99
2017-11-29,49.38,172.63,93.96,95.76,83.56,56.09,148.56,183.87,87.08,39.3
2017-11-30,49.76,170.43,99.58,96.36,85.0,55.67,147.0,178.14,85.82,39.86
2017-12-01,49.67,169.95,100.74,97.19,83.98,56.3,147.7,179.51,85.51,39.96
2017-12-04,50.1,172.48,100.94,96.37,85.73,56.14,147.5,180.34,85.56,40.92
2017-12-05,49.85,169.06,107.1,95.45,87.49,54.64,147.24,167.69,84.53,41.36
2017-12-06,49.39,167.5,100.87,95.7,86.2,54.87,147.74,166.79,84.26,40.93
2017-12-07,49.53,169.03,97.75,94.4,86.27,54.76,148.0,173.46,85.61,41.27
2017-12-08,51.23,170.49,98.21,94.62,86.06,54.66,149.1,177.08,86.45,41.33
2017-12-11,50.78,169.2,100.15,95.88,87.05,54.77,150.55,173.77,85.49,41.4
2017-12-12,51.27,172.15,101.71,96.62,87.37,55.45,150.61,172.69,85.75,41.95
2017-12-13,50.58,172.5,103.63,96.6,87.54,55.67,151.81,173.5,85.82,41.69
2017-12-14,50.59,172.4,103.655,97.345,88.95,55.03,151.86,178.26,85.17,39.97
2017-12-15,50.67,173.63,101.18,97.06,91.17,55.01,151.56,179.36,86.07,39.85
2017-12-18,51.25,174.88,101.86,97.87,92.25,55.59,153.7,178.42,87.21,40.51
2017-12-19,51.6,175.03,102.645,98.5,92.66,56.65,152.0,176.01,87.78,40.46
2017-12-20,51.57,174.87,100.54,97.89,94.075,56.73,152.43,176.0,88.12,40.16
2017-12-21,52.16,174.17,99.17,98.02,93.83,57.15,156.09,174.05,89.0,39.89
2017-12-22,52.72,174.68,100.52,98.07,92.67,57.1,155.49,173.99,88.5,40.25
2017-12-26,52.35,170.8,100.8,98.15,92.48,57.01,153.14,174.36,88.28,40.22
2017-12-27,52.8,170.1,101.72,97.73,93.18,57.09,153.24,174.65,88.89,40.34
2017-12-28,52.45,171.0,99.86,98.19,92.88,57.44,153.46,175.92,89.3,40.21
2017-12-29,52.42,170.52,99.85,98.14,92.89,57.6,154.43,175.19,89.36,40.15
2018-01-02,52.33,170.16,100.9,97.14,92.15,58.2,153.5,175.85,89.24,40.2
2018-01-03,52.86,172.53,106.42,98.55,93.4,58.99,152.985,178.0,90.28,40.15
2018-01-04,52.48,172.54,107.75,100.07,94.64,59.5,155.0,181.93,91.87,39.86
2018-01-05,52.78,173.44,111.96,99.34,93.77,59.04,156.61,185.0,91.52,40.56
2018-01-08,52.6,174.35,112.05,101.28,95.11,58.85,157.37,184.95,91.81,40.08
2018-01-09,52.97,174.55,111.69,99.49,96.95,59.1,158.5,185.57,91.8,40.19
2018-01-10,53.23,173.16,110.27,99.65,96.54,58.75,158.95,185.21,91.08,40.05
2018-01-11,54.49,174.59,110.7,99.37,97.4,58.65,158.9,187.29,90.4,40.06
2018-01-12,56.56,176.18,114.38,99.34,98.5,58.96,159.5,189.09,91.06,40.56
2018-01-16,58.79,177.9,116.76,100.26,99.1,58.891,160.25,195.92,92.38,40.58
2018-01-17,58.31,176.15,114.74,103.0,99.77,58.76,159.1,194.015,94.0,40.91
2018-01-18,58.0,179.37,115.67,104.29,101.53,58.78,160.13,196.21,95.58,40.88
2018-01-19,58.59,178.61,116.24,104.33,100.87,59.23,161.6,196.24,97.64,40.51
2018-01-22,57.99,177.3,116.88,104.7,100.28,58.88,161.21,195.7,96.39,41.18
2018-01-23,57.74,177.3,117.74,106.17,103.0,59.52,161.29,202.29,96.69,42.35
2018-01-24,54.35,177.25,119.26,105.26,103.29,61.0,161.2,201.82,94.38,42.69
2018-01-25,54.0,174.505,121.12,105.95,104.67,63.18,161.12,198.08,96.19,43.28
2018-01-26,53.65,172.0,123.34,114.5,104.56,63.15,161.25,198.5,93.09,42.9
2018-01-29,52.79,170.16,123.52,121.5,105.14,63.09,162.33,200.11,93.2,43.38
2018-01-30,52.45,165.525,121.57,119.42,102.0,62.44,160.96,197.25,92.77,42.84
2018-01-31,53.08,166.87,119.86,116.21,102.98,62.66,160.09,197.13,91.89,42.68
2018-02-01,54.0,167.165,116.24,112.24,97.74,61.75,160.155,199.12,91.25,42.77
2018-02-02,53.49,166.0,115.92,115.5,99.09,62.2,159.98,197.33,90.74,42.04
2018-02-05,51.99,159.1,113.05,113.0,95.62,61.6,156.12,194.06,88.75,42.24
2018-02-06,49.32,154.83,108.28,104.91,92.58,57.92,150.29,186.59,84.2,40.21
2018-02-07,50.91,163.085,112.09,111.52,91.6,58.6,154.22,193.87,86.75,42.31
